symbol,timestamp,sumOpenInterest,sumOpenInterestValue
BTCUSDT,2025-08-02 00:00:00+00:00,89004.236,10079258004.5492
BTCUSDT,2025-08-02 01:00:00+00:00,89024.286,10127376449.56018
BTCUSDT,2025-08-02 02:00:00+00:00,88865.516,10097018354.742737
BTCUSDT,2025-08-02 03:00:00+00:00,88869.331,10099741747.0901
BTCUSDT,2025-08-02 04:00:00+00:00,88929.358,10125561435.04214
BTCUSDT,2025-08-02 05:00:00+00:00,89011.935,10144654627.176
BTCUSDT,2025-08-02 06:00:00+00:00,88986.406,10138141147.8146
BTCUSDT,2025-08-02 07:00:00+00:00,88829.63,10095931597.65
BTCUSDT,2025-08-02 08:00:00+00:00,88741.318,10109552932.6688
BTCUSDT,2025-08-02 09:00:00+00:00,88465.068,10053076174.404676
BTCUSDT,2025-08-02 10:00:00+00:00,88211.265,10024319220.836536
BTCUSDT,2025-08-02 11:00:00+00:00,87794.13,9965002490.346
BTCUSDT,2025-08-02 12:00:00+00:00,87774.347,9983016287.534458
BTCUSDT,2025-08-02 13:00:00+00:00,87817.179,9975521586.086882
BTCUSDT,2025-08-02 14:00:00+00:00,87660.021,9942283227.752419
BTCUSDT,2025-08-02 15:00:00+00:00,87817.345,9930054616.524551
BTCUSDT,2025-08-02 16:00:00+00:00,86485.291,9755411096.8635
BTCUSDT,2025-08-02 17:00:00+00:00,86356.397,9771822179.689299
BTCUSDT,2025-08-02 18:00:00+00:00,87334.432,9841656007.9776
BTCUSDT,2025-08-02 19:00:00+00:00,86905.713,9758216674.7763
BTCUSDT,2025-08-02 20:00:00+00:00,86187.308,9668104368.554
BTCUSDT,2025-08-02 21:00:00+00:00,85930.062,9688640269.5186
BTCUSDT,2025-08-02 22:00:00+00:00,85730.462,9672065742.61364
BTCUSDT,2025-08-02 23:00:00+00:00,85769.418,9675673775.4054
BTCUSDT,2025-08-03 00:00:00+00:00,85730.243,9645489573.77301
BTCUSDT,2025-08-03 01:00:00+00:00,85601.163,9665997096.744692
BTCUSDT,2025-08-03 02:00:00+00:00,85801.902,9700758523.62886
BTCUSDT,2025-08-03 03:00:00+00:00,85852.452,9741479076.442236
BTCUSDT,2025-08-03 04:00:00+00:00,86240.051,9792853325.393057
BTCUSDT,2025-08-03 05:00:00+00:00,86140.955,9770468908.111
BTCUSDT,2025-08-03 06:00:00+00:00,86092.176,9777692353.859486
BTCUSDT,2025-08-03 07:00:00+00:00,86121.431,9775273240.448788
BTCUSDT,2025-08-03 08:00:00+00:00,86075.402,9782219818.6342
BTCUSDT,2025-08-03 09:00:00+00:00,85877.232,9759165933.9888
BTCUSDT,2025-08-03 10:00:00+00:00,85884.333,9757516606.095901
BTCUSDT,2025-08-03 11:00:00+00:00,85951.591,9785304346.414448
BTCUSDT,2025-08-03 12:00:00+00:00,86111.878,9800818117.721088
BTCUSDT,2025-08-03 13:00:00+00:00,86148.068,9817920767.500643
BTCUSDT,2025-08-03 14:00:00+00:00,86062.955,9802303779.3395
BTCUSDT,2025-08-03 15:00:00+00:00,86032.304,9785620509.207556
BTCUSDT,2025-08-03 16:00:00+00:00,85987.366,9794422722.544538
BTCUSDT,2025-08-03 17:00:00+00:00,85889.563,9787132881.7626
BTCUSDT,2025-08-03 18:00:00+00:00,85876.099,9795792149.2211
