count,vsize,total_fee,fee_histogram,ts
76436,23755878,8008179,"[[8.019624, 50528], [5.1621623, 50468], [4.055944, 50101], [3.486911, 50010], [3.0689654, 50587], [3.003699, 50434], [2.4142857, 55066], [2.2517483, 52247], [2.0471926, 52193], [2.0193367, 53857], [2.0142858, 61235], [2.008889, 50648], [2.0032468, 50105], [1.5275229, 50066], [1.2613065, 50042], [1.2052981, 52782], [1.1185983, 50070], [1.1003032, 51360], [1.0604525, 107680], [1.0591813, 93606], [1.0591782, 57555], [1.0145773, 50576], [1.0071429, 65417], [1.0065789, 56139], [1.0059029, 52694], [1.0040816, 50823], [1.0023981, 50232], [1.0001293, 53551], [1.0000366, 93676], [1.0, 88573], [0.30215827, 58960], [0.2733813, 76379], [0.26222223, 509655], [0.2616034, 109494], [0.25000265, 101452], [0.25000262, 95183], [0.2500026, 96155], [0.25000256, 97523], [0.25000253, 98435], [0.2500025, 99467], [0.25, 1155252], [0.24999747, 98881], [0.2499973, 92525], [0.24999718, 88829], [0.24460432, 2678112], [0.23021583, 568888], [0.224, 572323], [0.21046902, 106641], [0.21046592, 67973], [0.21045354, 67977], [0.21045044, 67978], [0.21007088, 73458], [0.21006785, 57629], [0.21000695, 96473], [0.21000537, 94969], [0.2100048, 93555], [0.21000461, 192891], [0.21000402, 96941], [0.21000369, 94765], [0.21000363, 99184], [0.21000355, 98465], [0.21000274, 95194], [0.21000159, 94085], [0.21000096, 94271], [0.21000095, 95071], [0.21000071, 98033], [0.20999989, 93181], [0.2099997, 99343], [0.20999879, 197744], [0.20999858, 98634], [0.20999825, 97277], [0.20999813, 96058], [0.20999801, 95739], [0.20999783, 92320], [0.20999768, 94782], [0.20999745, 94144], [0.20999704, 88106], [0.20393565, 71006], [0.20393266, 271776], [0.20392965, 67945], [0.20392665, 135892], [0.20392364, 339735], [0.20392065, 135896], [0.20391764, 271796], [0.20391464, 67950], [0.20391436, 135910], [0.20390864, 203856], [0.20390564, 203859], [0.20390536, 67958], [0.20389964, 67955], [0.20389636, 135922], [0.20387535, 67968], [0.20386936, 67970], [0.176, 2422947], [0.17518248, 109600], [0.1496063, 50754], [0.13030943, 60092], [0.13030036, 67920], [0.11678832, 99623], [0.112, 1850119], [0.11051641, 68006], [0.11050991, 170029], [0.11050666, 170035], [0.11050341, 204048], [0.110500164, 544144], [0.110496916, 646190], [0.11049367, 408132], [0.11049041, 612216], [0.11048716, 408156], [0.11048392, 68028], [0.11048067, 68030], [0.110477425, 68032], [0.11047093, 68035], [0.104, 367677], [0.10010427, 51047], [0.10001594, 56471], [0.10000651, 92084], [0.10000545, 183570], [0.10000534, 93605], [0.10000518, 96525], [0.1000041, 97606], [0.100004055, 98576], [0.10000302, 99257], [0.10000225, 88768], [0.10000218, 91838], [0.10000208, 95998], [0.1000011, 91399], [0.100001074, 92879], [0.100001015, 98209], [0.100001, 99969], [0.1, 99970], [0.0, 185]]",2025-08-18 14:57:15.228118+00:00
