symbol,timestamp,longShortRatio,longAccount,shortAccount
BTCUSDT,2025-08-16 23:00:00+00:00,1.3889,0.5814,0.4186
BTCUSDT,2025-08-17 00:00:00+00:00,1.3929,0.5821,0.4179
BTCUSDT,2025-08-17 01:00:00+00:00,1.3941,0.5823,0.4177
BTCUSDT,2025-08-17 02:00:00+00:00,1.4004,0.5834,0.4166
BTCUSDT,2025-08-17 03:00:00+00:00,1.4073,0.5846,0.4154
BTCUSDT,2025-08-17 04:00:00+00:00,1.4131,0.5856,0.4144
BTCUSDT,2025-08-17 05:00:00+00:00,1.4027,0.5838,0.4162
BTCUSDT,2025-08-17 06:00:00+00:00,1.3901,0.5816,0.4184
BTCUSDT,2025-08-17 07:00:00+00:00,1.3821,0.5802,0.4198
BTCUSDT,2025-08-17 08:00:00+00:00,1.3895,0.5815,0.4185
BTCUSDT,2025-08-17 09:00:00+00:00,1.3987,0.5831,0.4169
BTCUSDT,2025-08-17 10:00:00+00:00,1.3878,0.5812,0.4188
BTCUSDT,2025-08-17 11:00:00+00:00,1.3883,0.5813,0.4187
BTCUSDT,2025-08-17 12:00:00+00:00,1.3832,0.5804,0.4196
BTCUSDT,2025-08-17 13:00:00+00:00,1.3652,0.5772,0.4228
BTCUSDT,2025-08-17 14:00:00+00:00,1.3613,0.5765,0.4235
BTCUSDT,2025-08-17 15:00:00+00:00,1.3669,0.5775,0.4225
BTCUSDT,2025-08-17 16:00:00+00:00,1.3776,0.5794,0.4206
BTCUSDT,2025-08-17 17:00:00+00:00,1.368,0.5777,0.4223
BTCUSDT,2025-08-17 18:00:00+00:00,1.3742,0.5788,0.4212
BTCUSDT,2025-08-17 19:00:00+00:00,1.3838,0.5805,0.4195
BTCUSDT,2025-08-17 20:00:00+00:00,1.3702,0.5781,0.4219
BTCUSDT,2025-08-17 21:00:00+00:00,1.3764,0.5792,0.4208
BTCUSDT,2025-08-17 22:00:00+00:00,1.3827,0.5803,0.4197
BTCUSDT,2025-08-17 23:00:00+00:00,1.3901,0.5816,0.4184
BTCUSDT,2025-08-18 00:00:00+00:00,1.3958,0.5826,0.4174
BTCUSDT,2025-08-18 01:00:00+00:00,1.416,0.5861,0.4139
BTCUSDT,2025-08-18 02:00:00+00:00,1.4882,0.5981,0.4019
BTCUSDT,2025-08-18 03:00:00+00:00,1.5329,0.6052,0.3948
BTCUSDT,2025-08-18 04:00:00+00:00,1.586,0.6133,0.3867
BTCUSDT,2025-08-18 05:00:00+00:00,1.6392,0.6211,0.3789
BTCUSDT,2025-08-18 06:00:00+00:00,1.6413,0.6214,0.3786
BTCUSDT,2025-08-18 07:00:00+00:00,1.6504,0.6227,0.3773
BTCUSDT,2025-08-18 08:00:00+00:00,1.6824,0.6272,0.3728
BTCUSDT,2025-08-18 09:00:00+00:00,1.7012,0.6298,0.3702
BTCUSDT,2025-08-18 10:00:00+00:00,1.7218,0.6326,0.3674
BTCUSDT,2025-08-18 11:00:00+00:00,1.7352,0.6344,0.3656
BTCUSDT,2025-08-18 12:00:00+00:00,1.7473,0.636,0.364
BTCUSDT,2025-08-18 13:00:00+00:00,1.7693,0.6389,0.3611
BTCUSDT,2025-08-18 14:00:00+00:00,1.736,0.6345,0.3655
BTCUSDT,2025-08-18 15:00:00+00:00,1.7293,0.6336,0.3664
BTCUSDT,2025-08-18 16:00:00+00:00,1.6767,0.6264,0.3736
BTCUSDT,2025-08-18 17:00:00+00:00,1.6192,0.6182,0.3818
BTCUSDT,2025-08-18 18:00:00+00:00,1.5687,0.6107,0.3893
BTCUSDT,2025-08-18 19:00:00+00:00,1.5621,0.6097,0.3903
BTCUSDT,2025-08-18 20:00:00+00:00,1.5458,0.6072,0.3928
BTCUSDT,2025-08-18 21:00:00+00:00,1.5387,0.6061,0.3939
BTCUSDT,2025-08-18 22:00:00+00:00,1.524,0.6038,0.3962
BTCUSDT,2025-08-18 23:00:00+00:00,1.5038,0.6006,0.3994
BTCUSDT,2025-08-19 00:00:00+00:00,1.4814,0.597,0.403
BTCUSDT,2025-08-19 01:00:00+00:00,1.4631,0.594,0.406
BTCUSDT,2025-08-19 02:00:00+00:00,1.4679,0.5948,0.4052
BTCUSDT,2025-08-19 03:00:00+00:00,1.4765,0.5962,0.4038
BTCUSDT,2025-08-19 04:00:00+00:00,1.4839,0.5974,0.4026
BTCUSDT,2025-08-19 05:00:00+00:00,1.5164,0.6026,0.3974
BTCUSDT,2025-08-19 06:00:00+00:00,1.5082,0.6013,0.3987
BTCUSDT,2025-08-19 07:00:00+00:00,1.5214,0.6034,0.3966
BTCUSDT,2025-08-19 08:00:00+00:00,1.5413,0.6065,0.3935
BTCUSDT,2025-08-19 09:00:00+00:00,1.5387,0.6061,0.3939
