symbol,sumOpenInterest,sumOpenInterestValue,CMCCirculatingSupply,timestamp
BTCUSDT,91491.168,10771183662.877825,19898825.00000000,2025-07-29 18:00:00+00:00
BTCUSDT,91498.058,10756758612.9516,19898825.00000000,2025-07-29 19:00:00+00:00
BTCUSDT,91577.159,10758933367.3991,19898825.00000000,2025-07-29 20:00:00+00:00
BTCUSDT,91290.636,10723245435.36977,19898825.00000000,2025-07-29 21:00:00+00:00
BTCUSDT,91244.25,10726780464.433975,19898825.00000000,2025-07-29 22:00:00+00:00
BTCUSDT,91027.159,10723187746.93683,19898825.00000000,2025-07-29 23:00:00+00:00
BTCUSDT,90965.943,10725260093.50966,19898825.00000000,2025-07-30 00:00:00+00:00
BTCUSDT,90779.901,10684794347.7,19898825.00000000,2025-07-30 01:00:00+00:00
BTCUSDT,90915.125,10711147617.687698,19898825.00000000,2025-07-30 02:00:00+00:00
BTCUSDT,91030.888,10739820432.984089,19899162.00000000,2025-07-30 03:00:00+00:00
BTCUSDT,90916.464,10738358977.413189,19899162.00000000,2025-07-30 04:00:00+00:00
BTCUSDT,90850.943,10715859641.7557,19899162.00000000,2025-07-30 05:00:00+00:00
BTCUSDT,90917.387,10723773725.772987,19899162.00000000,2025-07-30 06:00:00+00:00
BTCUSDT,90890.364,10746991142.447962,19899162.00000000,2025-07-30 07:00:00+00:00
BTCUSDT,91057.893,10752407390.6976,19899162.00000000,2025-07-30 08:00:00+00:00
BTCUSDT,90854.231,10751412813.3331,19899162.00000000,2025-07-30 09:00:00+00:00
BTCUSDT,91004.091,10749985655.1024,19899162.00000000,2025-07-30 10:00:00+00:00
BTCUSDT,91006.608,10736604686.0688,19899162.00000000,2025-07-30 11:00:00+00:00
BTCUSDT,90278.071,10607655286.8858,19899162.00000000,2025-07-30 12:00:00+00:00
BTCUSDT,90222.432,10618958114.05198,19899162.00000000,2025-07-30 13:00:00+00:00
BTCUSDT,90315.52,10624496209.19575,19899162.00000000,2025-07-30 14:00:00+00:00
BTCUSDT,90852.362,10782222043.617,19899162.00000000,2025-07-30 15:00:00+00:00
BTCUSDT,90215.699,10640598877.3938,19899162.00000000,2025-07-30 16:00:00+00:00
BTCUSDT,90035.187,10596556281.1845,19899162.00000000,2025-07-30 17:00:00+00:00
BTCUSDT,90142.069,10614048340.612,19899162.00000000,2025-07-30 18:00:00+00:00
BTCUSDT,91207.646,10623592983.142,19899162.00000000,2025-07-30 19:00:00+00:00
BTCUSDT,91825.435,10733800616.32079,19899162.00000000,2025-07-30 20:00:00+00:00
BTCUSDT,91717.983,10743743638.8387,19899162.00000000,2025-07-30 21:00:00+00:00
BTCUSDT,91709.153,10755649463.84,19899162.00000000,2025-07-30 22:00:00+00:00
BTCUSDT,91717.657,10771214043.8737,19899162.00000000,2025-07-30 23:00:00+00:00
BTCUSDT,91480.686,10773947547.631638,19899162.00000000,2025-07-31 00:00:00+00:00
BTCUSDT,91629.98,10846615210.384926,19899162.00000000,2025-07-31 01:00:00+00:00
BTCUSDT,91718.25,10825064799.9,19899162.00000000,2025-07-31 02:00:00+00:00
BTCUSDT,91346.38,10815241520.82982,19899603.00000000,2025-07-31 03:00:00+00:00
BTCUSDT,91063.691,10783334288.8723,19899603.00000000,2025-07-31 04:00:00+00:00
BTCUSDT,91174.191,10801625225.8284,19899603.00000000,2025-07-31 05:00:00+00:00
BTCUSDT,91345.826,10808028997.7374,19899603.00000000,2025-07-31 06:00:00+00:00
BTCUSDT,91431.741,10849260781.396433,19899603.00000000,2025-07-31 07:00:00+00:00
BTCUSDT,90766.047,10767031559.328,19899603.00000000,2025-07-31 08:00:00+00:00
BTCUSDT,90869.447,10773285742.863075,19899603.00000000,2025-07-31 09:00:00+00:00
BTCUSDT,90935.358,10781514289.3392,19899603.00000000,2025-07-31 10:00:00+00:00
BTCUSDT,90987.64,10779660562.596,19899603.00000000,2025-07-31 11:00:00+00:00
BTCUSDT,91067.344,10776317607.646597,19899603.00000000,2025-07-31 12:00:00+00:00
BTCUSDT,91390.057,10837320724.82622,19899603.00000000,2025-07-31 13:00:00+00:00
BTCUSDT,91422.016,10834387942.202154,19899603.00000000,2025-07-31 14:00:00+00:00
BTCUSDT,91152.852,10744359855.6588,19899603.00000000,2025-07-31 15:00:00+00:00
BTCUSDT,91258.63,10792582836.019053,19899603.00000000,2025-07-31 16:00:00+00:00
BTCUSDT,91321.544,10821258321.45627,19899603.00000000,2025-07-31 17:00:00+00:00
BTCUSDT,90934.542,10702531827.2358,19899603.00000000,2025-07-31 18:00:00+00:00
BTCUSDT,90641.452,10660365621.565071,19899603.00000000,2025-07-31 19:00:00+00:00
BTCUSDT,90512.922,10565294345.855637,19899603.00000000,2025-07-31 20:00:00+00:00
BTCUSDT,90771.515,10570971222.772604,19899603.00000000,2025-07-31 21:00:00+00:00
BTCUSDT,90741.381,10570235876.209867,19899603.00000000,2025-07-31 22:00:00+00:00
BTCUSDT,90427.073,10484778854.2035,19899603.00000000,2025-07-31 23:00:00+00:00
BTCUSDT,90242.852,10441293601.323362,19899603.00000000,2025-08-01 00:00:00+00:00
BTCUSDT,89407.351,10315178691.932724,19899603.00000000,2025-08-01 01:00:00+00:00
BTCUSDT,89835.638,10356827296.7232,19900065.00000000,2025-08-01 02:00:00+00:00
BTCUSDT,90203.104,10455324520.6048,19900065.00000000,2025-08-01 03:00:00+00:00
BTCUSDT,89838.596,10384948153.120518,19900065.00000000,2025-08-01 04:00:00+00:00
BTCUSDT,90094.76,10419305832.908,19900065.00000000,2025-08-01 05:00:00+00:00
BTCUSDT,90237.289,10423500943.855556,19900065.00000000,2025-08-01 06:00:00+00:00
BTCUSDT,90272.387,10391507230.2536,19900065.00000000,2025-08-01 07:00:00+00:00
BTCUSDT,89619.964,10309747656.363983,19900065.00000000,2025-08-01 08:00:00+00:00
BTCUSDT,89672.516,10275161497.59946,19900065.00000000,2025-08-01 09:00:00+00:00
BTCUSDT,89842.495,10322040187.548,19900065.00000000,2025-08-01 10:00:00+00:00
BTCUSDT,89408.83,10254325535.349,19900065.00000000,2025-08-01 11:00:00+00:00
BTCUSDT,89297.413,10291527900.083334,19900065.00000000,2025-08-01 12:00:00+00:00
BTCUSDT,89414.889,10343373361.634869,19900065.00000000,2025-08-01 13:00:00+00:00
BTCUSDT,89537.618,10236996795.210142,19900065.00000000,2025-08-01 14:00:00+00:00
BTCUSDT,89000.031,10285617882.6297,19900065.00000000,2025-08-01 15:00:00+00:00
BTCUSDT,88760.975,10234610850.6675,19900065.00000000,2025-08-01 16:00:00+00:00
BTCUSDT,88654.471,10192442026.260984,19900065.00000000,2025-08-01 17:00:00+00:00
BTCUSDT,88399.668,10111887743.0844,19900065.00000000,2025-08-01 18:00:00+00:00
BTCUSDT,88969.985,10125915594.06765,19900065.00000000,2025-08-01 19:00:00+00:00
BTCUSDT,89134.659,10097031556.0656,19900065.00000000,2025-08-01 20:00:00+00:00
BTCUSDT,89204.95,10160443805.0,19900065.00000000,2025-08-01 21:00:00+00:00
BTCUSDT,89099.361,10142527750.1379,19900065.00000000,2025-08-01 22:00:00+00:00
BTCUSDT,88892.82,10053143113.92597,19900065.00000000,2025-08-01 23:00:00+00:00
BTCUSDT,89004.236,10079258004.5492,19900065.00000000,2025-08-02 00:00:00+00:00
BTCUSDT,89024.286,10127376449.56018,19900065.00000000,2025-08-02 01:00:00+00:00
BTCUSDT,88865.516,10097018354.742737,19900528.00000000,2025-08-02 02:00:00+00:00
BTCUSDT,88869.331,10099741747.0901,19900528.00000000,2025-08-02 03:00:00+00:00
BTCUSDT,88929.358,10125561435.04214,19900528.00000000,2025-08-02 04:00:00+00:00
BTCUSDT,89011.935,10144654627.176,19900528.00000000,2025-08-02 05:00:00+00:00
BTCUSDT,88986.406,10138141147.8146,19900528.00000000,2025-08-02 06:00:00+00:00
BTCUSDT,88829.63,10095931597.65,19900528.00000000,2025-08-02 07:00:00+00:00
BTCUSDT,88741.318,10109552932.6688,19900528.00000000,2025-08-02 08:00:00+00:00
BTCUSDT,88465.068,10053076174.404676,19900528.00000000,2025-08-02 09:00:00+00:00
BTCUSDT,88211.265,10024319220.836536,19900528.00000000,2025-08-02 10:00:00+00:00
BTCUSDT,87794.13,9965002490.346,19900528.00000000,2025-08-02 11:00:00+00:00
BTCUSDT,87774.347,9983016287.534458,19900528.00000000,2025-08-02 12:00:00+00:00
BTCUSDT,87817.179,9975521586.086882,19900528.00000000,2025-08-02 13:00:00+00:00
BTCUSDT,87660.021,9942283227.752419,19900528.00000000,2025-08-02 14:00:00+00:00
BTCUSDT,87817.345,9930054616.524551,19900528.00000000,2025-08-02 15:00:00+00:00
BTCUSDT,86485.291,9755411096.8635,19900528.00000000,2025-08-02 16:00:00+00:00
BTCUSDT,86356.397,9771822179.689299,19900528.00000000,2025-08-02 17:00:00+00:00
BTCUSDT,87334.432,9841656007.9776,19900528.00000000,2025-08-02 18:00:00+00:00
BTCUSDT,86905.713,9758216674.7763,19900528.00000000,2025-08-02 19:00:00+00:00
BTCUSDT,86187.308,9668104368.554,19900528.00000000,2025-08-02 20:00:00+00:00
BTCUSDT,85930.062,9688640269.5186,19900528.00000000,2025-08-02 21:00:00+00:00
BTCUSDT,85730.462,9672065742.61364,19900528.00000000,2025-08-02 22:00:00+00:00
BTCUSDT,85769.418,9675673775.4054,19900528.00000000,2025-08-02 23:00:00+00:00
BTCUSDT,85730.243,9645489573.77301,19900528.00000000,2025-08-03 00:00:00+00:00
BTCUSDT,85601.163,9665997096.744692,19900528.00000000,2025-08-03 01:00:00+00:00
BTCUSDT,85801.902,9700758523.62886,19900528.00000000,2025-08-03 02:00:00+00:00
BTCUSDT,85852.452,9741479076.442236,19900990.00000000,2025-08-03 03:00:00+00:00
BTCUSDT,86240.051,9792853325.393057,19900990.00000000,2025-08-03 04:00:00+00:00
BTCUSDT,86140.955,9770468908.111,19900990.00000000,2025-08-03 05:00:00+00:00
BTCUSDT,86092.176,9777692353.859486,19900990.00000000,2025-08-03 06:00:00+00:00
BTCUSDT,86121.431,9775273240.448788,19900990.00000000,2025-08-03 07:00:00+00:00
BTCUSDT,86075.402,9782219818.6342,19900990.00000000,2025-08-03 08:00:00+00:00
BTCUSDT,85877.232,9759165933.9888,19900990.00000000,2025-08-03 09:00:00+00:00
