symbol,longAccount,longShortRatio,shortAccount,timestamp
BTCUSDT,0.6041,1.5259,0.3959,2025-08-02 22:00:00+00:00
BTCUSDT,0.6042,1.5265,0.3958,2025-08-02 23:00:00+00:00
BTCUSDT,0.6072,1.5458,0.3928,2025-08-03 00:00:00+00:00
BTCUSDT,0.6086,1.5549,0.3914,2025-08-03 01:00:00+00:00
BTCUSDT,0.6046,1.5291,0.3954,2025-08-03 02:00:00+00:00
BTCUSDT,0.6045,1.5284,0.3955,2025-08-03 03:00:00+00:00
BTCUSDT,0.6011,1.5069,0.3989,2025-08-03 04:00:00+00:00
BTCUSDT,0.5981,1.4882,0.4019,2025-08-03 05:00:00+00:00
BTCUSDT,0.598,1.4876,0.402,2025-08-03 06:00:00+00:00
BTCUSDT,0.5979,1.4869,0.4021,2025-08-03 07:00:00+00:00
BTCUSDT,0.5977,1.4857,0.4023,2025-08-03 08:00:00+00:00
BTCUSDT,0.5973,1.4832,0.4027,2025-08-03 09:00:00+00:00
BTCUSDT,0.5965,1.4783,0.4035,2025-08-03 10:00:00+00:00
BTCUSDT,0.5968,1.4802,0.4032,2025-08-03 11:00:00+00:00
BTCUSDT,0.598,1.4876,0.402,2025-08-03 12:00:00+00:00
BTCUSDT,0.5973,1.4832,0.4027,2025-08-03 13:00:00+00:00
BTCUSDT,0.5956,1.4728,0.4044,2025-08-03 14:00:00+00:00
BTCUSDT,0.5934,1.4594,0.4066,2025-08-03 15:00:00+00:00
BTCUSDT,0.5925,1.454,0.4075,2025-08-03 16:00:00+00:00
BTCUSDT,0.5936,1.4606,0.4064,2025-08-03 17:00:00+00:00
BTCUSDT,0.5923,1.4528,0.4077,2025-08-03 18:00:00+00:00
BTCUSDT,0.5926,1.4546,0.4074,2025-08-03 19:00:00+00:00
BTCUSDT,0.6043,1.5272,0.3957,2025-08-03 20:00:00+00:00
BTCUSDT,0.6044,1.5278,0.3956,2025-08-03 21:00:00+00:00
BTCUSDT,0.6031,1.5195,0.3969,2025-08-03 22:00:00+00:00
BTCUSDT,0.5906,1.4426,0.4094,2025-08-03 23:00:00+00:00
BTCUSDT,0.5908,1.4438,0.4092,2025-08-04 00:00:00+00:00
BTCUSDT,0.5894,1.4355,0.4106,2025-08-04 01:00:00+00:00
BTCUSDT,0.5856,1.4131,0.4144,2025-08-04 02:00:00+00:00
BTCUSDT,0.5994,1.4963,0.4006,2025-08-04 03:00:00+00:00
BTCUSDT,0.5985,1.4907,0.4015,2025-08-04 04:00:00+00:00
BTCUSDT,0.5975,1.4845,0.4025,2025-08-04 05:00:00+00:00
BTCUSDT,0.5986,1.4913,0.4014,2025-08-04 06:00:00+00:00
BTCUSDT,0.6009,1.5056,0.3991,2025-08-04 07:00:00+00:00
BTCUSDT,0.6,1.5,0.4,2025-08-04 08:00:00+00:00
BTCUSDT,0.5999,1.4994,0.4001,2025-08-04 09:00:00+00:00
BTCUSDT,0.5988,1.4925,0.4012,2025-08-04 10:00:00+00:00
BTCUSDT,0.5988,1.4925,0.4012,2025-08-04 11:00:00+00:00
BTCUSDT,0.5982,1.4888,0.4018,2025-08-04 12:00:00+00:00
BTCUSDT,0.6007,1.5044,0.3993,2025-08-04 13:00:00+00:00
BTCUSDT,0.5989,1.4931,0.4011,2025-08-04 14:00:00+00:00
BTCUSDT,0.5882,1.4284,0.4118,2025-08-04 15:00:00+00:00
BTCUSDT,0.5896,1.4366,0.4104,2025-08-04 16:00:00+00:00
BTCUSDT,0.598,1.4876,0.402,2025-08-04 17:00:00+00:00
BTCUSDT,0.5921,1.4516,0.4079,2025-08-04 18:00:00+00:00
BTCUSDT,0.5925,1.454,0.4075,2025-08-04 19:00:00+00:00
BTCUSDT,0.5922,1.4522,0.4078,2025-08-04 20:00:00+00:00
BTCUSDT,0.5904,1.4414,0.4096,2025-08-04 21:00:00+00:00
BTCUSDT,0.5911,1.4456,0.4089,2025-08-04 22:00:00+00:00
BTCUSDT,0.5963,1.4771,0.4037,2025-08-04 23:00:00+00:00
BTCUSDT,0.596,1.4752,0.404,2025-08-05 00:00:00+00:00
BTCUSDT,0.5969,1.4808,0.4031,2025-08-05 01:00:00+00:00
BTCUSDT,0.5979,1.4869,0.4021,2025-08-05 02:00:00+00:00
BTCUSDT,0.6095,1.5608,0.3905,2025-08-05 03:00:00+00:00
BTCUSDT,0.6099,1.5634,0.3901,2025-08-05 04:00:00+00:00
BTCUSDT,0.6112,1.572,0.3888,2025-08-05 05:00:00+00:00
BTCUSDT,0.6113,1.5727,0.3887,2025-08-05 06:00:00+00:00
BTCUSDT,0.6129,1.5833,0.3871,2025-08-05 07:00:00+00:00
BTCUSDT,0.5956,1.4728,0.4044,2025-08-05 08:00:00+00:00
BTCUSDT,0.5928,1.4558,0.4072,2025-08-05 09:00:00+00:00
BTCUSDT,0.5935,1.46,0.4065,2025-08-05 10:00:00+00:00
BTCUSDT,0.599,1.4938,0.401,2025-08-05 11:00:00+00:00
BTCUSDT,0.5994,1.4963,0.4006,2025-08-05 12:00:00+00:00
BTCUSDT,0.6105,1.5674,0.3895,2025-08-05 13:00:00+00:00
BTCUSDT,0.6096,1.5615,0.3904,2025-08-05 14:00:00+00:00
BTCUSDT,0.6224,1.6483,0.3776,2025-08-05 15:00:00+00:00
BTCUSDT,0.6252,1.6681,0.3748,2025-08-05 16:00:00+00:00
BTCUSDT,0.6252,1.6681,0.3748,2025-08-05 17:00:00+00:00
BTCUSDT,0.6205,1.635,0.3795,2025-08-05 18:00:00+00:00
BTCUSDT,0.6174,1.6137,0.3826,2025-08-05 19:00:00+00:00
BTCUSDT,0.6141,1.5913,0.3859,2025-08-05 20:00:00+00:00
BTCUSDT,0.6118,1.576,0.3882,2025-08-05 21:00:00+00:00
BTCUSDT,0.611,1.5707,0.389,2025-08-05 22:00:00+00:00
BTCUSDT,0.609,1.5575,0.391,2025-08-05 23:00:00+00:00
BTCUSDT,0.6083,1.553,0.3917,2025-08-06 00:00:00+00:00
BTCUSDT,0.6034,1.5214,0.3966,2025-08-06 01:00:00+00:00
BTCUSDT,0.6032,1.5202,0.3968,2025-08-06 02:00:00+00:00
BTCUSDT,0.6035,1.5221,0.3965,2025-08-06 03:00:00+00:00
BTCUSDT,0.5982,1.4888,0.4018,2025-08-06 04:00:00+00:00
BTCUSDT,0.5982,1.4888,0.4018,2025-08-06 05:00:00+00:00
BTCUSDT,0.6059,1.5374,0.3941,2025-08-06 06:00:00+00:00
BTCUSDT,0.6067,1.5426,0.3933,2025-08-06 07:00:00+00:00
BTCUSDT,0.6044,1.5278,0.3956,2025-08-06 08:00:00+00:00
BTCUSDT,0.6064,1.5407,0.3936,2025-08-06 09:00:00+00:00
BTCUSDT,0.6054,1.5342,0.3946,2025-08-06 10:00:00+00:00
BTCUSDT,0.6047,1.5297,0.3953,2025-08-06 11:00:00+00:00
BTCUSDT,0.6013,1.5082,0.3987,2025-08-06 12:00:00+00:00
BTCUSDT,0.6013,1.5082,0.3987,2025-08-06 13:00:00+00:00
BTCUSDT,0.6026,1.5164,0.3974,2025-08-06 14:00:00+00:00
BTCUSDT,0.5881,1.4278,0.4119,2025-08-06 15:00:00+00:00
BTCUSDT,0.5757,1.3568,0.4243,2025-08-06 16:00:00+00:00
BTCUSDT,0.5735,1.3447,0.4265,2025-08-06 17:00:00+00:00
BTCUSDT,0.5698,1.3245,0.4302,2025-08-06 18:00:00+00:00
BTCUSDT,0.5695,1.3229,0.4305,2025-08-06 19:00:00+00:00
BTCUSDT,0.5681,1.3154,0.4319,2025-08-06 20:00:00+00:00
BTCUSDT,0.5672,1.3105,0.4328,2025-08-06 21:00:00+00:00
BTCUSDT,0.5679,1.3143,0.4321,2025-08-06 22:00:00+00:00
BTCUSDT,0.5682,1.3159,0.4318,2025-08-06 23:00:00+00:00
BTCUSDT,0.5671,1.31,0.4329,2025-08-07 00:00:00+00:00
BTCUSDT,0.5659,1.3036,0.4341,2025-08-07 01:00:00+00:00
BTCUSDT,0.57,1.3256,0.43,2025-08-07 02:00:00+00:00
BTCUSDT,0.5804,1.3832,0.4196,2025-08-07 03:00:00+00:00
BTCUSDT,0.5835,1.401,0.4165,2025-08-07 04:00:00+00:00
BTCUSDT,0.588,1.4272,0.412,2025-08-07 05:00:00+00:00
BTCUSDT,0.5927,1.4552,0.4073,2025-08-07 06:00:00+00:00
BTCUSDT,0.5945,1.4661,0.4055,2025-08-07 07:00:00+00:00
BTCUSDT,0.594,1.4631,0.406,2025-08-07 08:00:00+00:00
BTCUSDT,0.5878,1.426,0.4122,2025-08-07 09:00:00+00:00
BTCUSDT,0.5864,1.4178,0.4136,2025-08-07 10:00:00+00:00
BTCUSDT,0.5579,1.2619,0.4421,2025-08-07 11:00:00+00:00
BTCUSDT,0.5472,1.2085,0.4528,2025-08-07 12:00:00+00:00
BTCUSDT,0.5517,1.2306,0.4483,2025-08-07 13:00:00+00:00
BTCUSDT,0.549,1.2173,0.451,2025-08-07 14:00:00+00:00
BTCUSDT,0.5486,1.2153,0.4514,2025-08-07 15:00:00+00:00
BTCUSDT,0.5451,1.1983,0.4549,2025-08-07 16:00:00+00:00
BTCUSDT,0.5539,1.2416,0.4461,2025-08-07 17:00:00+00:00
BTCUSDT,0.5522,1.2331,0.4478,2025-08-07 18:00:00+00:00
BTCUSDT,0.5523,1.2336,0.4477,2025-08-07 19:00:00+00:00
BTCUSDT,0.542,1.1834,0.458,2025-08-07 20:00:00+00:00
BTCUSDT,0.5366,1.158,0.4634,2025-08-07 21:00:00+00:00
BTCUSDT,0.5367,1.1584,0.4633,2025-08-07 22:00:00+00:00
BTCUSDT,0.5361,1.1556,0.4639,2025-08-07 23:00:00+00:00
BTCUSDT,0.534,1.1459,0.466,2025-08-08 00:00:00+00:00
BTCUSDT,0.5144,1.0593,0.4856,2025-08-08 01:00:00+00:00
BTCUSDT,0.5203,1.0846,0.4797,2025-08-08 02:00:00+00:00
BTCUSDT,0.5433,1.1896,0.4567,2025-08-08 03:00:00+00:00
BTCUSDT,0.5464,1.2046,0.4536,2025-08-08 04:00:00+00:00
BTCUSDT,0.5487,1.2158,0.4513,2025-08-08 05:00:00+00:00
BTCUSDT,0.5475,1.2099,0.4525,2025-08-08 06:00:00+00:00
BTCUSDT,0.5525,1.2346,0.4475,2025-08-08 07:00:00+00:00
BTCUSDT,0.5541,1.2427,0.4459,2025-08-08 08:00:00+00:00
BTCUSDT,0.5556,1.2502,0.4444,2025-08-08 09:00:00+00:00
BTCUSDT,0.5563,1.2538,0.4437,2025-08-08 10:00:00+00:00
BTCUSDT,0.5564,1.2543,0.4436,2025-08-08 11:00:00+00:00
BTCUSDT,0.5553,1.2487,0.4447,2025-08-08 12:00:00+00:00
BTCUSDT,0.5536,1.2401,0.4464,2025-08-08 13:00:00+00:00
BTCUSDT,0.5539,1.2416,0.4461,2025-08-08 14:00:00+00:00
BTCUSDT,0.5575,1.2599,0.4425,2025-08-08 15:00:00+00:00
BTCUSDT,0.5643,1.2952,0.4357,2025-08-08 16:00:00+00:00
BTCUSDT,0.5658,1.3031,0.4342,2025-08-08 17:00:00+00:00
BTCUSDT,0.565,1.2989,0.435,2025-08-08 18:00:00+00:00
BTCUSDT,0.5632,1.2894,0.4368,2025-08-08 19:00:00+00:00
BTCUSDT,0.5667,1.3079,0.4333,2025-08-08 20:00:00+00:00
BTCUSDT,0.566,1.3041,0.434,2025-08-08 21:00:00+00:00
BTCUSDT,0.5659,1.3036,0.4341,2025-08-08 22:00:00+00:00
BTCUSDT,0.5642,1.2946,0.4358,2025-08-08 23:00:00+00:00
BTCUSDT,0.5625,1.2857,0.4375,2025-08-09 00:00:00+00:00
BTCUSDT,0.5588,1.2665,0.4412,2025-08-09 01:00:00+00:00
BTCUSDT,0.5573,1.2589,0.4427,2025-08-09 02:00:00+00:00
BTCUSDT,0.5558,1.2512,0.4442,2025-08-09 03:00:00+00:00
BTCUSDT,0.5584,1.2645,0.4416,2025-08-09 04:00:00+00:00
BTCUSDT,0.5604,1.2748,0.4396,2025-08-09 05:00:00+00:00
BTCUSDT,0.5617,1.2815,0.4383,2025-08-09 06:00:00+00:00
BTCUSDT,0.565,1.2989,0.435,2025-08-09 07:00:00+00:00
BTCUSDT,0.5638,1.2925,0.4362,2025-08-09 08:00:00+00:00
BTCUSDT,0.5749,1.3524,0.4251,2025-08-09 09:00:00+00:00
BTCUSDT,0.5709,1.3305,0.4291,2025-08-09 10:00:00+00:00
BTCUSDT,0.5668,1.3084,0.4332,2025-08-09 11:00:00+00:00
BTCUSDT,0.5686,1.318,0.4314,2025-08-09 12:00:00+00:00
BTCUSDT,0.5713,1.3326,0.4287,2025-08-09 13:00:00+00:00
BTCUSDT,0.5744,1.3496,0.4256,2025-08-09 14:00:00+00:00
BTCUSDT,0.579,1.3753,0.421,2025-08-09 15:00:00+00:00
BTCUSDT,0.5818,1.3912,0.4182,2025-08-09 16:00:00+00:00
BTCUSDT,0.5835,1.401,0.4165,2025-08-09 17:00:00+00:00
BTCUSDT,0.5849,1.4091,0.4151,2025-08-09 18:00:00+00:00
BTCUSDT,0.5859,1.4149,0.4141,2025-08-09 19:00:00+00:00
BTCUSDT,0.5879,1.4266,0.4121,2025-08-09 20:00:00+00:00
BTCUSDT,0.5879,1.4266,0.4121,2025-08-09 21:00:00+00:00
BTCUSDT,0.5902,1.4402,0.4098,2025-08-09 22:00:00+00:00
BTCUSDT,0.5903,1.4408,0.4097,2025-08-09 23:00:00+00:00
BTCUSDT,0.5908,1.4438,0.4092,2025-08-10 00:00:00+00:00
BTCUSDT,0.5926,1.4546,0.4074,2025-08-10 01:00:00+00:00
BTCUSDT,0.5913,1.4468,0.4087,2025-08-10 02:00:00+00:00
BTCUSDT,0.5882,1.4284,0.4118,2025-08-10 03:00:00+00:00
BTCUSDT,0.5599,1.2722,0.4401,2025-08-10 04:00:00+00:00
BTCUSDT,0.5541,1.2427,0.4459,2025-08-10 05:00:00+00:00
BTCUSDT,0.5576,1.2604,0.4424,2025-08-10 06:00:00+00:00
BTCUSDT,0.562,1.2831,0.438,2025-08-10 07:00:00+00:00
BTCUSDT,0.5641,1.2941,0.4359,2025-08-10 08:00:00+00:00
BTCUSDT,0.5623,1.2847,0.4377,2025-08-10 09:00:00+00:00
BTCUSDT,0.5573,1.2589,0.4427,2025-08-10 10:00:00+00:00
BTCUSDT,0.5559,1.2517,0.4441,2025-08-10 11:00:00+00:00
BTCUSDT,0.5532,1.2381,0.4468,2025-08-10 12:00:00+00:00
BTCUSDT,0.5491,1.2178,0.4509,2025-08-10 13:00:00+00:00
BTCUSDT,0.5458,1.2017,0.4542,2025-08-10 14:00:00+00:00
BTCUSDT,0.5409,1.1782,0.4591,2025-08-10 15:00:00+00:00
BTCUSDT,0.5388,1.1683,0.4612,2025-08-10 16:00:00+00:00
BTCUSDT,0.5379,1.164,0.4621,2025-08-10 17:00:00+00:00
BTCUSDT,0.5383,1.1659,0.4617,2025-08-10 18:00:00+00:00
BTCUSDT,0.5392,1.1701,0.4608,2025-08-10 19:00:00+00:00
BTCUSDT,0.5404,1.1758,0.4596,2025-08-10 20:00:00+00:00
BTCUSDT,0.5307,1.1308,0.4693,2025-08-10 21:00:00+00:00
BTCUSDT,0.5313,1.1336,0.4687,2025-08-10 22:00:00+00:00
BTCUSDT,0.5265,1.1119,0.4735,2025-08-10 23:00:00+00:00
BTCUSDT,0.5253,1.1066,0.4747,2025-08-11 00:00:00+00:00
BTCUSDT,0.521,1.0877,0.479,2025-08-11 01:00:00+00:00
BTCUSDT,0.5068,1.0276,0.4932,2025-08-11 02:00:00+00:00
BTCUSDT,0.5116,1.0475,0.4884,2025-08-11 03:00:00+00:00
BTCUSDT,0.5028,1.0113,0.4972,2025-08-11 04:00:00+00:00
BTCUSDT,0.4999,0.9996,0.5001,2025-08-11 05:00:00+00:00
BTCUSDT,0.4966,0.9865,0.5034,2025-08-11 06:00:00+00:00
BTCUSDT,0.4953,0.9814,0.5047,2025-08-11 07:00:00+00:00
BTCUSDT,0.4883,0.9543,0.5117,2025-08-11 08:00:00+00:00
BTCUSDT,0.4954,0.9818,0.5046,2025-08-11 09:00:00+00:00
BTCUSDT,0.4959,0.9837,0.5041,2025-08-11 10:00:00+00:00
BTCUSDT,0.4835,0.9361,0.5165,2025-08-11 11:00:00+00:00
BTCUSDT,0.492,0.9685,0.508,2025-08-11 12:00:00+00:00
BTCUSDT,0.5086,1.035,0.4914,2025-08-11 13:00:00+00:00
BTCUSDT,0.525,1.1053,0.475,2025-08-11 14:00:00+00:00
BTCUSDT,0.528,1.1186,0.472,2025-08-11 15:00:00+00:00
BTCUSDT,0.5266,1.1124,0.4734,2025-08-11 16:00:00+00:00
BTCUSDT,0.5253,1.1066,0.4747,2025-08-11 17:00:00+00:00
BTCUSDT,0.5267,1.1128,0.4733,2025-08-11 18:00:00+00:00
BTCUSDT,0.5275,1.1164,0.4725,2025-08-11 19:00:00+00:00
BTCUSDT,0.5317,1.1354,0.4683,2025-08-11 20:00:00+00:00
BTCUSDT,0.5368,1.1589,0.4632,2025-08-11 21:00:00+00:00
BTCUSDT,0.5418,1.1825,0.4582,2025-08-11 22:00:00+00:00
BTCUSDT,0.5454,1.1997,0.4546,2025-08-11 23:00:00+00:00
BTCUSDT,0.5496,1.2202,0.4504,2025-08-12 00:00:00+00:00
BTCUSDT,0.5526,1.2351,0.4474,2025-08-12 01:00:00+00:00
BTCUSDT,0.5555,1.2497,0.4445,2025-08-12 02:00:00+00:00
BTCUSDT,0.5459,1.2022,0.4541,2025-08-12 03:00:00+00:00
BTCUSDT,0.5448,1.1968,0.4552,2025-08-12 04:00:00+00:00
BTCUSDT,0.546,1.2026,0.454,2025-08-12 05:00:00+00:00
BTCUSDT,0.546,1.2026,0.454,2025-08-12 06:00:00+00:00
BTCUSDT,0.5458,1.2017,0.4542,2025-08-12 07:00:00+00:00
BTCUSDT,0.5453,1.1993,0.4547,2025-08-12 08:00:00+00:00
